time,open,high,low,close,tick_volume,spread,real_volume,time_utc
1771284900,0.76944,0.76949,0.76936,0.76943,23,39,0,2026-02-16 23:35:00+00:00
1771284960,0.76943,0.76952,0.76934,0.76952,17,40,0,2026-02-16 23:36:00+00:00
1771285020,0.76944,0.76953,0.76944,0.76945,45,43,0,2026-02-16 23:37:00+00:00
1771285080,0.76946,0.76952,0.76945,0.76947,15,45,0,2026-02-16 23:38:00+00:00
1771285140,0.76947,0.76955,0.76936,0.76952,35,41,0,2026-02-16 23:39:00+00:00
1771285200,0.76951,0.76952,0.76936,0.76948,36,44,0,2026-02-16 23:40:00+00:00
1771285260,0.76948,0.7695,0.76944,0.7695,28,44,0,2026-02-16 23:41:00+00:00
1771285320,0.76948,0.76952,0.76945,0.7695,25,43,0,2026-02-16 23:42:00+00:00
1771285380,0.76947,0.76955,0.76945,0.76953,14,43,0,2026-02-16 23:43:00+00:00
1771285440,0.76952,0.76958,0.76948,0.76955,28,41,0,2026-02-16 23:44:00+00:00
1771285500,0.76956,0.76959,0.76949,0.7695,19,44,0,2026-02-16 23:45:00+00:00
1771285560,0.7695,0.7695,0.7694,0.7694,7,42,0,2026-02-16 23:46:00+00:00
1771285620,0.7694,0.76951,0.7694,0.7695,35,39,0,2026-02-16 23:47:00+00:00
1771285680,0.76951,0.76952,0.76936,0.76937,23,35,0,2026-02-16 23:48:00+00:00
1771285740,0.76943,0.76953,0.76937,0.76948,30,36,0,2026-02-16 23:49:00+00:00
1771285800,0.76948,0.76953,0.76943,0.76945,16,38,0,2026-02-16 23:50:00+00:00
1771285860,0.76945,0.76956,0.76945,0.76952,17,38,0,2026-02-16 23:51:00+00:00
1771285920,0.76953,0.76956,0.76948,0.76949,26,39,0,2026-02-16 23:52:00+00:00
1771285980,0.76948,0.7695,0.76947,0.76947,6,40,0,2026-02-16 23:53:00+00:00
1771286040,0.76947,0.76953,0.76947,0.76947,8,39,0,2026-02-16 23:54:00+00:00
1771286100,0.76952,0.76953,0.76946,0.76953,24,38,0,2026-02-16 23:55:00+00:00
1771286160,0.76952,0.76952,0.76947,0.76949,15,52,0,2026-02-16 23:56:00+00:00
1771286220,0.76943,0.76953,0.76943,0.76948,16,54,0,2026-02-16 23:57:00+00:00
1771286280,0.76948,0.7695,0.76946,0.76949,16,58,0,2026-02-16 23:58:00+00:00
1771286340,0.76944,0.76951,0.76939,0.76949,19,53,0,2026-02-16 23:59:00+00:00
1771286400,0.76948,0.76957,0.76948,0.76952,13,65,0,2026-02-17 00:00:00+00:00
1771286460,0.76952,0.76952,0.7693,0.76943,35,63,0,2026-02-17 00:01:00+00:00
1771286520,0.76944,0.76946,0.76944,0.76946,46,64,0,2026-02-17 00:02:00+00:00
1771286580,0.76946,0.76947,0.76944,0.76947,40,62,0,2026-02-17 00:03:00+00:00
1771286640,0.76947,0.76961,0.76944,0.76961,42,49,0,2026-02-17 00:04:00+00:00
1771286700,0.7696,0.76962,0.76958,0.7696,13,52,0,2026-02-17 00:05:00+00:00
1771286760,0.76958,0.76976,0.76958,0.76962,53,46,0,2026-02-17 00:06:00+00:00
1771286820,0.76962,0.76962,0.76962,0.76962,6,44,0,2026-02-17 00:07:00+00:00
1771286880,0.76962,0.76964,0.76962,0.76964,7,40,0,2026-02-17 00:08:00+00:00
1771286940,0.76964,0.76976,0.76964,0.7697,31,22,0,2026-02-17 00:09:00+00:00
1771287000,0.76969,0.76972,0.76968,0.7697,16,25,0,2026-02-17 00:10:00+00:00
1771287060,0.7697,0.76972,0.76969,0.76971,12,26,0,2026-02-17 00:11:00+00:00
1771287120,0.7697,0.76974,0.76963,0.76967,28,26,0,2026-02-17 00:12:00+00:00
1771287180,0.76966,0.76967,0.76956,0.76964,67,32,0,2026-02-17 00:13:00+00:00
1771287240,0.76965,0.76965,0.76955,0.76957,28,22,0,2026-02-17 00:14:00+00:00
1771287300,0.76957,0.7696,0.76955,0.76955,15,23,0,2026-02-17 00:15:00+00:00
1771287360,0.76956,0.76959,0.76954,0.76957,20,21,0,2026-02-17 00:16:00+00:00
1771287420,0.76953,0.76955,0.7695,0.76954,16,4,0,2026-02-17 00:17:00+00:00
1771287480,0.76954,0.76956,0.76952,0.76956,29,4,0,2026-02-17 00:18:00+00:00
1771287540,0.76956,0.76963,0.76955,0.76963,52,2,0,2026-02-17 00:19:00+00:00
