time,open,high,low,close,tick_volume,spread,real_volume,time_utc
1771284900,1.3631199999999999,1.36316,1.3631,1.36315,19,94,0,2026-02-16 23:35:00+00:00
1771284960,1.36314,1.36315,1.36308,1.3630900000000001,28,94,0,2026-02-16 23:36:00+00:00
1771285020,1.3630900000000001,1.36314,1.3630900000000001,1.3630900000000001,20,93,0,2026-02-16 23:37:00+00:00
1771285080,1.3631,1.36314,1.3630900000000001,1.36313,25,91,0,2026-02-16 23:38:00+00:00
1771285140,1.36313,1.36314,1.3630499999999999,1.3631,20,90,0,2026-02-16 23:39:00+00:00
1771285200,1.3631,1.36314,1.36306,1.3630900000000001,22,89,0,2026-02-16 23:40:00+00:00
1771285260,1.36308,1.36313,1.3630499999999999,1.3630499999999999,23,87,0,2026-02-16 23:41:00+00:00
1771285320,1.36307,1.36313,1.36306,1.36306,16,87,0,2026-02-16 23:42:00+00:00
1771285380,1.36311,1.3631199999999999,1.3630200000000001,1.3631199999999999,29,86,0,2026-02-16 23:43:00+00:00
1771285440,1.3631199999999999,1.36313,1.36308,1.36311,17,85,0,2026-02-16 23:44:00+00:00
1771285500,1.3630499999999999,1.36313,1.36304,1.36306,23,84,0,2026-02-16 23:45:00+00:00
1771285560,1.3631199999999999,1.3631199999999999,1.36303,1.36311,13,84,0,2026-02-16 23:46:00+00:00
1771285620,1.3631,1.36311,1.36303,1.36308,20,83,0,2026-02-16 23:47:00+00:00
1771285680,1.36307,1.36308,1.36303,1.36304,19,83,0,2026-02-16 23:48:00+00:00
1771285740,1.36308,1.36308,1.3630200000000001,1.36304,20,83,0,2026-02-16 23:49:00+00:00
1771285800,1.36304,1.36313,1.3630200000000001,1.36313,44,73,0,2026-02-16 23:50:00+00:00
1771285860,1.3630900000000001,1.3631199999999999,1.36292,1.3630200000000001,43,53,0,2026-02-16 23:51:00+00:00
1771285920,1.3631,1.3631,1.36287,1.36289,20,54,0,2026-02-16 23:52:00+00:00
1771285980,1.36289,1.36291,1.36287,1.36288,23,56,0,2026-02-16 23:53:00+00:00
1771286040,1.36289,1.36289,1.3628,1.36281,19,42,0,2026-02-16 23:54:00+00:00
1771286100,1.36281,1.36286,1.3628,1.36285,7,42,0,2026-02-16 23:55:00+00:00
1771286160,1.36285,1.36304,1.36284,1.36294,28,41,0,2026-02-16 23:56:00+00:00
1771286220,1.36293,1.36299,1.36288,1.3629,50,42,0,2026-02-16 23:57:00+00:00
1771286280,1.3629,1.3629,1.36285,1.36286,21,34,0,2026-02-16 23:58:00+00:00
1771286340,1.36284,1.36317,1.36283,1.36311,65,48,0,2026-02-16 23:59:00+00:00
1771286400,1.36303,1.36304,1.36262,1.36262,51,9,0,2026-02-17 00:00:00+00:00
1771286460,1.36269,1.36274,1.36263,1.36274,53,8,0,2026-02-17 00:01:00+00:00
1771286520,1.36274,1.3627500000000001,1.36257,1.36259,36,9,0,2026-02-17 00:02:00+00:00
1771286580,1.36261,1.36262,1.36258,1.36258,17,9,0,2026-02-17 00:03:00+00:00
1771286640,1.36258,1.36262,1.3625,1.36252,46,5,0,2026-02-17 00:04:00+00:00
1771286700,1.36252,1.36252,1.3624800000000001,1.3625099999999999,21,7,0,2026-02-17 00:05:00+00:00
1771286760,1.36253,1.36256,1.36234,1.36235,43,7,0,2026-02-17 00:06:00+00:00
1771286820,1.36236,1.36239,1.36236,1.36239,3,7,0,2026-02-17 00:07:00+00:00
1771286880,1.36239,1.36239,1.36237,1.36237,6,10,0,2026-02-17 00:08:00+00:00
1771286940,1.36236,1.3624399999999999,1.36231,1.3624,46,5,0,2026-02-17 00:09:00+00:00
1771287000,1.3624,1.36243,1.3624,1.3624100000000001,23,6,0,2026-02-17 00:10:00+00:00
1771287060,1.36242,1.3625,1.3624100000000001,1.3624399999999999,21,7,0,2026-02-17 00:11:00+00:00
1771287120,1.3624399999999999,1.36255,1.3624399999999999,1.36253,23,6,0,2026-02-17 00:12:00+00:00
1771287180,1.36253,1.3626,1.3625099999999999,1.36252,18,4,0,2026-02-17 00:13:00+00:00
1771287240,1.36252,1.36256,1.36252,1.36255,15,5,0,2026-02-17 00:14:00+00:00
1771287300,1.36255,1.36255,1.3625099999999999,1.36252,17,8,0,2026-02-17 00:15:00+00:00
1771287360,1.36247,1.36247,1.36243,1.36243,23,6,0,2026-02-17 00:16:00+00:00
1771287420,1.3624399999999999,1.36245,1.3624100000000001,1.36243,15,8,0,2026-02-17 00:17:00+00:00
1771287480,1.3624800000000001,1.36252,1.3624800000000001,1.36249,33,5,0,2026-02-17 00:18:00+00:00
1771287540,1.36249,1.36249,1.3624,1.3624100000000001,15,7,0,2026-02-17 00:19:00+00:00
1771287600,1.3624100000000001,1.36242,1.36238,1.36239,15,7,0,2026-02-17 00:20:00+00:00
1771287660,1.36239,1.3624100000000001,1.36231,1.36232,11,6,0,2026-02-17 00:21:00+00:00
1771287720,1.36232,1.3624100000000001,1.36232,1.3624100000000001,19,5,0,2026-02-17 00:22:00+00:00
1771287780,1.3624100000000001,1.36242,1.36239,1.3624100000000001,18,5,0,2026-02-17 00:23:00+00:00
1771287840,1.36242,1.3625,1.36242,1.36249,18,6,0,2026-02-17 00:24:00+00:00
1771287900,1.36249,1.3625099999999999,1.36247,1.3624800000000001,13,4,0,2026-02-17 00:25:00+00:00
1771287960,1.3624800000000001,1.36261,1.3624800000000001,1.36253,28,4,0,2026-02-17 00:26:00+00:00
1771288020,1.36253,1.3626,1.36252,1.36253,35,3,0,2026-02-17 00:27:00+00:00
1771288080,1.36252,1.36255,1.36252,1.36254,7,5,0,2026-02-17 00:28:00+00:00
1771288140,1.36254,1.36255,1.36252,1.36254,13,6,0,2026-02-17 00:29:00+00:00
1771288200,1.36254,1.36259,1.36254,1.36258,36,3,0,2026-02-17 00:30:00+00:00
1771288260,1.36259,1.36259,1.36257,1.36259,26,2,0,2026-02-17 00:31:00+00:00
1771288320,1.36259,1.36259,1.3625099999999999,1.3625099999999999,27,3,0,2026-02-17 00:32:00+00:00
1771288380,1.3625099999999999,1.3625099999999999,1.3625,1.3625099999999999,6,5,0,2026-02-17 00:33:00+00:00
1771288440,1.3625099999999999,1.36253,1.3625099999999999,1.3625099999999999,12,5,0,2026-02-17 00:34:00+00:00
